180640,한진칼,,,
7310,오뚜기,,,
28670,팬오션,,,
138930,BNK금융지주,,,
47050,포스코인터내셔널,,,
10060,OCI,,,
17800,현대엘리베이,,,
31430,신세계인터내셔날,,,
880,한화,,,
69960,현대백화점,,,
9240,한샘,,,
10620,현대미포조선,,,
26960,동서,,,
47040,대우건설,,,
69620,대웅제약,,,
138040,메리츠금융지주,,,
294870,HDC현대산업개발,,,
12510,더존비즈온,,,
150,두산,,,
5385,현대차우,,,
39490,키움증권,,,
4370,농심,,,
4800,효성,,,
64350,현대로템,,,
111770,영원무역,,,
3240,태광산업,,,
20150,일진머티리얼즈,,,
161890,한국콜마,,,
12450,한화에어로스페이스,,,
240,한국타이어월드와이드,,,
51905,LG생활건강우,,,
9420,한올바이오파마,,,
181710,NHN,,,
51600,한전KPS,,,
6280,녹십자,,,
6260,LS,,,
80,하이트진로,,,
51915,LG화학우,,,
214320,이노션,,,
204320,만도,,,
139130,DGB금융지주,,,
42670,두산인프라코어,,,
10120,LS산전,,,
114090,GKL,,,
192080,더블유게임즈,,,
7700,F&F,,,
18250,애경산업,,,
307950,현대오토에버,,,
1740,SK네트웍스,,,
20560,아시아나항공,,,
670,영풍,,,
120110,코오롱인더,,,
11790,SKC,,,
5440,현대그린푸드,,,
73240,금호타이어,,,
5300,롯데칠성,,,
192820,코스맥스,,,
280360,롯데제과,,,
4000,롯데정밀화학,,,
11210,현대위아,,,
1800,오리온홀딩스,,,
90435,아모레퍼시픽우,,,
57050,현대홈쇼핑,,,
105630,한세실업,,,
11200,현대상선,,,
3520,영진약품,,,
3000,부광약품,,,
5850,에스엘,,,
3090,대웅,,,
175330,JB금융지주,,,
20000,한섬,,,
3690,코리안리,,,
5250,녹십자홀딩스,,,
10780,아이에스동서,,,
5610,SPC삼립,,,
71840,롯데하이마트,,,
192400,쿠쿠홀딩스,,,
89590,제주항공,,,
49770,동원F&B,,,
185750,종근당,,,
9410,태영건설,,,
2350,넥센타이어,,,
23590,다우기술,,,
6650,대한유화,,,
12630,HDC,,,
14680,한솔케미칼,,,
284740,쿠쿠홈시스,,,
115390,락앤락,,,
6040,동원산업,,,
85620,미래에셋생명,,,
69260,휴켐스,,,
14820,동원시스템즈,,,
9970,영원무역홀딩스,,,
32350,롯데관광개발,,,
267270,현대건설기계,,,
34310,NICE,,,
1680,대상,,,
241590,화승엔터프라이즈,,,
52690,한전기술,,,
170900,동아에스티,,,
145720,덴티움,,,
79160,CJ CGV,,,
8060,대덕전자,,,
1440,대한전선,,,
18670,SK가스,,,
34020,두산중공업,,,
39130,하나투어,,,
79550,LIG넥스원,,,
103140,풍산,,,
93370,후성,,,
27410,BGF,,,
272450,진에어,,,
285130,SK케미칼,,,
1120,LG상사,,,
93050,LF,,,
1060,JW중외제약,,,
286940,롯데정보통신,,,
82640,동양생명,,,
5180,빙그레,,,
298020,효성티앤씨,,,
3620,쌍용차,,,
2270,롯데푸드,,,
70,삼양홀딩스,,,
6840,AK홀딩스,,,
3540,대신증권,,,
112610,씨에스윈드,,,
990,DB하이텍,,,
9450,경동나비엔,,,
1230,동국제강,,,
1430,세아베스틸,,,
71320,지역난방공사,,,
3470,유안타증권,,,
37560,CJ헬로,,,
640,동아쏘시오홀딩스,,,
6390,한일현대시멘트,,,
5690,파미셀,,,
24720,한국콜마홀딩스,,,
34830,한국토지신탁,,,
815,삼성화재우,,,
300720,한일시멘트,,,
4490,세방전지,,,
271980,제일약품,,,
25540,한국단자,,,
3230,삼양식품,,,
6060,화승인더,,,
145990,삼양사,,,
33660,아주캐피탈,,,
1820,삼화콘덴서,,,
226320,잇츠한불,,,
53210,스카이라이프,,,
5880,대한해운,,,
2210,동성제약,,,
3850,보령제약,,,
210980,SK디앤디,,,
298050,효성첨단소재,,,
2320,한진,,,
1720,신영증권,,,
00680K,미래에셋대우2우B,,,
6120,SK디스커버리,,,
64960,S&T모티브,,,
370,한화손해보험,,,
25860,남해화학,,,
19680,대교,,,
7570,일양약품,,,
11280,태림포장,,,
66575,LG전자우,,,
108670,LG하우시스,,,
29530,신도리코,,,
5500,삼진제약,,,
10050,우리종금,,,
7460,에이프로젠 KIC,,,
2990,금호산업,,,
2240,고려제강,,,
4430,송원산업,,,
123890,한국자산신탁,,,
249420,일동제약,,,
42700,한미반도체,,,
126560,현대에이치씨엔,,,
33180,필룩스,,,
298000,효성화학,,,
17810,풀무원,,,
138250,엔에스쇼핑,,,
14830,유니드,,,
1520,동양,,,
3920,남양유업,,,
11690,유양디앤유,,,
60980,한라홀딩스,,,
17390,서울가스,,,
34120,SBS,,,
15350,부산가스,,,
94800,맵스리얼티1,,,
17940,E1,,,
16800,퍼시스,,,
96760,JW홀딩스,,,
2960,한국쉘석유,,,
79430,현대리바트,,,
95720,웅진씽크빅,,,
72710,농심홀딩스,,,
3530,한화투자증권,,,
33270,유나이티드제약,,,
293480,하나제약,,,
1630,종근당홀딩스,,,
9680,모토닉,,,
2310,아세아제지,,,
2390,한독,,,
122900,아이마켓코리아,,,
267260,현대일렉트릭,,,
268280,미원에스씨,,,
2620,제일파마홀딩스,,,
30610,교보증권,,,
19170,신풍제약,,,
152330,코리아오토글라스,,,
17960,한국카본,,,
1725,신영증권우,,,
16450,한세예스24홀딩스,,,
183190,아세아시멘트,,,
58650,세아홀딩스,,,
4690,삼천리,,,
480,조선내화,,,
16580,환인제약,,,
9290,광동제약,,,
1130,대한제분,,,
234080,JW생명과학,,,
91810,티웨이항공,,,
9580,무림P&P,,,
8350,남선알미늄,,,
16590,신대양제지,,,
8490,서흥,,,
6490,인스코비,,,
281820,케이씨텍,,,
33920,무학,,,
213500,한솔제지,,,
2250,알보젠코리아,,,
88260,이리츠코크렙,,,
3560,IHQ,,,
16380,동부제철,,,
2780,진흥기업,,,
5720,넥센,,,
155,두산우,,,
8730,율촌화학,,,
3220,대원제약,,,
2100,경농,,,
81000,일진다이아,,,
400,롯데손해보험,,,
298040,효성중공업,,,
3300,한일홀딩스,,,
7340,디티알오토모티브,,,
70960,용평리조트,,,
31440,신세계푸드,,,
1510,SK증권,,,
192650,드림텍,,,
00088K,한화3우B,,,
101060,SBS미디어홀딩스,,,
78520,에이블씨엔씨,,,
298690,에어부산,,,
2150,도화엔지니어링,,,
5810,풍산홀딩스,,,
293940,신한알파리츠,,,
37710,광주신세계,,,
102460,이연제약,,,
540,흥국화재,,,
50,경방,,,
11760,현대상사,,,
430,대원강업,,,
1500,현대차증권,,,
136490,선진,,,
36580,팜스코,,,
101530,해태제과식품,,,
84690,대상홀딩스,,,
2810,삼영무역,,,
4380,삼익THK,,,
7160,사조산업,,,
161000,애경유화,,,
25000,KPX케미칼,,,
2030,아세아,,,
104700,한국철강,,,
7690,국도화학,,,
20,동화약품,,,
95570,AJ네트웍스,,,
680,LS네트웍스,,,
2020,코오롱,,,
195870,해성디에스,,,
12610,경인양행,,,
11810,STX,,,
79980,휴비스,,,
4360,세방,,,
5070,코스모신소재,,,
102260,동성코퍼레이션,,,
3060,에이프로젠제약,,,
1200,유진투자증권,,,
1880,삼호,,,
8700,아남전자,,,
3070,코오롱글로벌,,,
4700,조광피혁,,,
15360,예스코홀딩스,,,
1940,KISCO홀딩스,,,
1290,상상인증권,,,
71055,한국금융지주우,,,
92230,KPX홀딩스,,,
10955,S-Oil우,,,
26890,디피씨,,,
68400,AJ렌터카,,,
35150,백산,,,
3120,일성신약,,,
272550,삼양패키징,,,
214390,경보제약,,,
5680,삼영전자,,,
3570,S&T중공업,,,
3200,일신방직,,,
3545,대신증권우,,,
194370,제이에스코퍼레이션,,,
700,유수홀딩스,,,
4970,신라교역,,,
128820,대성산업,,,
35510,신세계 I&C,,,
1250,GS글로벌,,,
4980,성신양회,,,
970,한국주철관,,,
1530,DI동일,,,
91090,세원셀론텍,,,
13580,계룡건설,,,
3030,세아제강지주,,,
214420,토니모리,,,
7660,이수페타시스,,,
2840,미원상사,,,
140,하이트진로홀딩스,,,
1270,부국증권,,,
36530,S&T홀딩스,,,
33240,자화전자,,,
229640,LS전선아시아,,,
30790,동양네트웍스,,,
16610,DB금융투자,,,
84680,이월드,,,
520,삼일제약,,,
4150,한솔홀딩스,,,
4960,한신공영,,,
138490,코오롱플라스틱,,,
29460,케이씨,,,
1780,알루코,,,
11930,신성이엔지,,,
2795,아모레G우,,,
8040,사조동아원,,,
44820,코스맥스비티아이,,,
28100,동아지질,,,
77500,유니퀘스트,,,
5420,코스모화학,,,
2450,삼익악기,,,
75580,세진중공업,,,
25620,제이준코스메틱,,,
9460,한창제지,,,
5090,삼광글라스,,,
2460,화성산업,,,
68290,삼성출판사,,,
84010,대한제강,,,
200880,서연이화,,,
168490,한국패러랠,,,
15860,일진홀딩스,,,
306200,세아제강,,,
1790,대한제당,,,
7210,벽산,,,
2170,삼양통상,,,
12800,대창,,,
27740,마니커,,,
282690,동아타이어,,,
4060,SG세계물산,,,
123690,한국화장품,,,
30210,KTB투자증권,,,
97230,한진중공업,,,
39570,HDC아이콘트롤스,,,
5389,현대차3우B,,,
92220,KEC,,,
4870,티웨이홀딩스,,,
15890,태경산업,,,
5960,동부건설,,,
12030,DB,,,
89470,HDC현대EP,,,
97955,CJ제일제당 우,,,
5945,NH투자증권우,,,
6380,카프로,,,
9160,SIMPAC,,,
78000,텔코웨어,,,
860,강남제비스코,,,
1390,KG케미칼,,,
320,노루홀딩스,,,
1360,삼성제약,,,
5740,크라운해태홀딩스,,,
7110,일신석재,,,
267290,경동도시가스,,,
267850,아시아나IDT,,,
77970,STX엔진,,,
215,대림산업우,,,
44450,KSS해운,,,
4310,현대약품,,,
20760,일진디스플,,,
27390,한화갤러리아타임월드,,,
16880,웅진,,,
890,보해양조,,,
210540,디와이파워,,,
5430,한국공항,,,
390,삼화페인트,,,
67830,세이브존I&C,,,
6220,제주은행,,,
7540,샘표,,,
96775,SK이노베이션우,,,
2700,신일산업,,,
17900,광전자,,,
33530,세종공업,,,
2360,SH에너지화학,,,
144620,코오롱머티리얼,,,
7980,태평양물산,,,
1460,BYC,,,
13520,화승알앤에이,,,
5390,신성통상,,,
3555,LG우,,,
13570,디와이,,,
117580,대성에너지,,,
5950,이수화학,,,
3350,한국화장품제조,,,
90350,노루페인트,,,
9270,신원,,,
92200,디아이씨,,,
14790,한라,,,
17180,명문제약,,,
4250,NPC,,,
100250,진양홀딩스,,,
4560,현대비앤지스틸,,,
101140,비티원,,,
100220,비상교육,,,
230,일동홀딩스,,,
4890,동일산업,,,
8970,동양철관,,,
4200,고려개발,,,
3830,대한화섬,,,
143210,핸즈코퍼레이션,,,
3460,유화증권,,,
6405,삼성SDI우,,,
248170,샘표식품,,,
14160,대영포장,,,
3580,넥스트사이언스,,,
180,성창기업지주,,,
9200,무림페이퍼,,,
11330,유니켐,,,
3650,미창석유,,,
13870,지엠비코리아,,,
4270,남성,,,
2760,보락,,,
4710,한솔테크닉스,,,
24090,디씨엠,,,
12690,모나리자,,,
71970,STX중공업,,,
35000,지투알,,,
7810,코리아써키트,,,
490,대동공업,,,
63160,종근당바이오,,,
3960,사조대림,,,
2630,오리엔트바이오,,,
1045,CJ우,,,
1340,백광산업,,,
9155,삼성전기우,,,
82740,HSD엔진,,,
34590,인천도시가스,,,
14530,극동유화,,,
3160,디아이,,,
19440,세아특수강,,,
53690,한미글로벌,,,
16710,대성홀딩스,,,
4840,DRB동일,,,
214330,금호에이치티,,,
4440,대림씨엔에스,,,
264900,크라운제과,,,
10600,웰바이오텍,,,
12200,계양전기,,,
5870,휴니드,,,
900140,엘브이엠씨홀딩스,,,
10040,한국내화,,,
94280,효성ITX,,,
227840,현대코퍼레이션홀딩스,,,
2880,대유에이텍,,,
23000,삼원강재,,,
9440,KC그린홀딩스,,,
32560,황금에스티,,,
152550,한국ANKOR유전,,,
102280,쌍방울,,,
10960,삼호개발,,,
10820,퍼스텍,,,
103590,일진전기,,,
85310,엔케이,,,
11390,부산산업,,,
14990,인디에프,,,
02826K,삼성물산우B,,,
25750,한솔홈데코,,,
92440,기신정기,,,
15590,큐로,,,
34300,신세계건설,,,
17370,우신시스템,,,
9470,삼화전기,,,
3480,한진중공업홀딩스,,,
130660,한전산업,,,
16090,대현,,,
58430,포스코강판,,,
1260,남광토건,,,
1550,조비,,,
9320,대우부품,,,
2600,조흥,,,
74610,나노메딕스,,,
12160,영흥철강,,,
1470,삼부토건,,,
11785,금호석유우,,,
5110,한창,,,
58730,다스코,,,
5800,신영와코루,,,
6980,우성사료,,,
650,천일고속,,,
90370,메타랩스,,,
47400,유니온머티리얼,,,
8250,이건산업,,,
133820,화인베스틸,,,
2900,동양물산,,,
300,대유플러스,,,
14710,사조씨푸드,,,
105840,우진,,,
40,KR모터스,,,
11150,CJ씨푸드,,,
75180,새론오토모티브,,,
111110,호전실업,,,
100840,S&TC,,,
7860,서연,,,
14280,금강공업,,,
120030,조선선재,,,
10690,화신,,,
1570,금양,,,
37270,YG PLUS,,,
17040,광명전기,,,
23800,인지컨트롤스,,,
69460,대호에이엘,,,
3080,성보화학,,,
4450,삼화왕관,,,
9070,KCTC,,,
119650,KC코트렐,,,
3610,방림,,,
25560,미래산업,,,
4540,깨끗한나라,,,
58850,KTcs,,,
134790,시디즈,,,
1380,SG충방,,,
2300,한국제지,,,
4080,신흥,,,
107590,미원홀딩스,,,
12320,경동인베스트,,,
11000,진원생명과학,,,
16740,두올,,,
2200,수출포장,,,
7590,동방아그로,,,
134380,미원화학,,,
850,화천기공,,,
1750,한양증권,,,
2720,국제약품,,,
55490,테이팩스,,,
5010,휴스틸,,,
11160,두산건설,,,
1020,페이퍼코리아,,,
41650,상신브레이크,,,
9190,대양금속,,,
6340,대원전선,,,
19685,대교우B,,,
17550,수산중공업,,,
9770,삼정펄프,,,
7630,폴루스바이오팜,,,
145210,세화아이엠씨,,,
163560,동일고무벨트,,,
4770,써니전자,,,
58860,KTis,,,
11090,에넥스,,,
6740,영풍제지,,,
10400,우진아이엔에스,,,
69640,한세엠케이,,,
14580,백광소재,,,
1070,대한방직,,,
21820,세원정공,,,
23450,동남합성,,,
3547,대신증권2우B,,,
4720,우리들제약,,,
6090,사조오양,,,
5750,대림B&Co,,,
14130,한익스프레스,,,
6660,삼성공조,,,
4910,조광페인트,,,
03473K,SK우,,,
15230,대창단조,,,
14440,영보화학,,,
5190,동성화학,,,
31820,콤텍시스템,,,
1080,만호제강,,,
79660,사조해표,,,
84670,동양고속,,,
500,가온전선,,,
157,두산2우B,,,
220,유유제약,,,
8600,윌비스,,,
9310,참엔지니어링,,,
83420,그린케미칼,,,
2920,유성기업,,,
8260,NI스틸,,,
92780,동양피스톤,,,
6370,대구백화점,,,
4090,한국석유,,,
910,유니온,,,
24890,대원화성,,,
25820,이구산업,,,
90080,평화산업,,,
590,CS홀딩스,,,
8870,금비,,,
69730,DSR제강,,,
6890,태경화학,,,
129260,인터지스,,,
21050,서원,,,
11700,한신기계,,,
26940,부국철강,,,
4140,동방,,,
155660,DSR,,,
13360,일성건설,,,
10770,평화홀딩스,,,
78935,GS우,,,
2820,선창산업,,,
4410,서울식품,,,
72130,유엔젤,,,
9810,엔케이물산,,,
11500,한농화성,,,
18470,조일알미늄,,,
12280,영화금속,,,
7280,한국특수형강,,,
1560,제일연마,,,
7610,선도전기,,,
6805,미래에셋대우우,,,
6570,대림통상,,,
3010,혜인,,,
9140,경인전자,,,
13700,까뮤이앤씨,,,
8420,문배철강,,,
118000,우리들휴브레인,,,
120115,코오롱인더우,,,
6880,신송홀딩스,,,
2710,TCC스틸,,,
2140,고려산업,,,
1275,부국증권우,,,
3280,흥아해운,,,
84870,TBH글로벌,,,
1620,케이비아이동국실업,,,
93240,형지엘리트,,,
88790,진도,,,
5305,롯데칠성우,,,
93230,이아이디,,,
00499K,롯데지주우,,,
96300,베트남개발1,,,
14910,성문전자,,,
123700,SJM,,,
760,이화산업,,,
49800,우진플라임,,,
10100,한국프랜지,,,
5360,모나미,,,
6110,삼아알미늄,,,
23150,MH에탄올,,,
23810,인팩,,,
23350,한국종합기술,,,
51630,진양화학,,,
105,유한양행우,,,
4830,덕성,,,
25530,SJM홀딩스,,,
7120,미래아이앤지,,,
44380,주연테크,,,
19180,티에이치엔,,,
10660,화천기계,,,
33250,체시스,,,
2220,한일철강,,,
11420,갤럭시아에스엠,,,
2410,범양건영,,,
155900,바다로19호,,,
2870,신풍제지,,,
27970,세하,,,
3465,유화증권우,,,
15260,에이엔피,,,
24900,덕양산업,,,
2690,동일제강,,,
2070,남영비비안,,,
23960,에쓰씨엔지니어링,,,
4100,태양금속,,,
71950,코아스,,,
20120,키다리스튜디오,,,
3780,진양산업,,,
3680,한성기업,,,
15540,메디파트너생명공학,,,
24070,WISCOM,,,
109070,컨버즈,,,
13000,세우글로벌,,,
145270,케이탑리츠,,,
8775,호텔신라우,,,
71090,하이스틸,,,
30720,동원수산,,,
18500,동원금속,,,
10580,지코,,,
6200,한국전자홀딩스,,,
5820,원림,,,
1210,금호전기,,,
9180,한솔로지스틱스,,,
172580,하이골드12호,,,
8110,대동전자,,,
1140,국보,,,
12170,키위미디어그룹,,,
3925,남양유업우,,,
28513K,SK케미칼우,,,
12600,청호컴넷,,,
5450,신한,,,
1420,태원물산,,,
11300,성안,,,
3720,삼영화학,,,
108675,LG하우시스우,,,
18064K,한진칼우,,,
11230,삼화전자,,,
2420,세기상사,,,
1465,BYC우,,,
950,전방,,,
153360,하이골드3호,,,
10420,한솔PNS,,,
15020,이스타코,,,
4920,씨아이테크,,,
3475,유안타증권우,,,
1770,신화실업,,,
103130,웅진에너지,,,
2355,넥센타이어1우B,,,
4365,세방우,,,
5320,국동,,,
159650,하이골드8호,,,
5030,부산주공,,,
3495,대한항공우,,,
8500,일정실업,,,
19490,하이트론,,,
204210,모두투어리츠,,,
6125,SK디스커버리우,,,
10640,진양폴리,,,
140910,에이리츠,,,
25890,한국주강,,,
00806K,대덕전자1우,,,
87,하이트진로2우B,,,
1685,대상우,,,
99340,하나니켈1호,,,
725,현대건설우,,,
9415,태영건설우,,,
885,한화우,,,
9835,한화케미칼우,,,
5257,녹십자홀딩스2우,,,
2025,코오롱우,,,
75,삼양홀딩스우,,,
145995,삼양사우,,,
19175,신풍제약우,,,
2995,금호산업우,,,
1515,SK증권우,,,
5725,넥센우,,,
12205,계양전기우,,,
4255,NPC우,,,
3535,한화투자증권우,,,
8355,남선알미우,,,
4105,태양금속우,,,
3415,쌍용양회우,,,
1745,SK네트웍스우,,,
7575,일양약품우,,,
4415,서울식품우,,,
1795,대한제당우,,,
6345,대원전선우,,,
225,유유제약1우,,,
7815,코리아써우,,,
14825,동원시스템즈우,,,
14915,성문전자우,,,
4985,성신양회우,,,
83370,동북아12호,,,
5745,크라운해태홀딩스우,,,
83380,동북아13호,,,
10145,삼성중공우,,,
16385,동부제철우,,,
4565,현대비앤지스틸우,,,
11155,CJ씨푸드1우,,,
4545,깨끗한나라우,,,
90355,노루페인트우,,,
14285,금강공업우,,,
26490K,크라운제과우,,,
84695,대상홀딩스우,,,
995,DB하이텍1우,,,
4835,덕성우,,,
1525,동양우,,,
3075,코오롱글로벌우,,,
545,흥국화재우,,,
1065,JW중외제약우,,,
99350,하나니켈2호,,,
2785,진흥기업우B,,,
5965,동부건설우,,,
145,하이트진로홀딩스우,,,
2787,진흥기업2우B,,,
9275,신원우,,,
1755,한양증권우,,,
1067,JW중외제약2우B,,,
547,흥국화재2우B,,,
325,노루홀딩스우,,,
00781K,코리아써키트2우B,,,
1799,대한제당3우B,,,
1527,동양2우B,,,
227,유유제약2우B,,,
1529,동양3우B,,,
